gamma,f,p_depolarizing,p_readout_error,eavesdropper
0.6003255834090324,0.025337467750357234,0.2470090790407747,0.07813693862448653,False
0.5994362075271477,0.07856039847486,0.28086081378517225,0.044130224898608746,False
0.6009858908348418,0.017771789047847375,0.18054077281391745,0.08242470780077991,True
0.600802455184673,0.055265882951833295,0.10571769794644133,0.09280900123147302,True
0.599064773965742,0.0683656865457584,0.1516291999518294,0.042467527085727146,True
0.6006966069644663,0.02944406939585037,0.12611329317945041,0.06532856828005489,False
0.6001027184919698,0.09802167573735886,0.11699326707500621,0.07012767064651011,True
0.5990227663766092,0.06169162263092935,0.17031760226065942,0.043696686503560817,False
0.6000103459850986,0.02820301349124609,0.20889598428080375,0.015107850629917374,False
0.6004630236905097,0.09715053843272455,0.15506930305577943,0.03468478498425642,True
0.6008125052585989,0.03827520206101757,0.17676552784818744,0.08161599091814607,False
0.5992663302471658,0.09239784925475727,0.27232495314499183,0.02850986031492843,True
0.5993564590886217,0.04946624143362683,0.22207694329660765,0.07021632775740146,False
0.5997431752734986,0.07443053938919827,0.1360713673900718,0.010418219614149196,True
0.6003610687021449,0.06391734964101492,0.15159565168841987,0.0923457043440079,False
0.5997537828656572,0.05993528753605716,0.14204670381357964,0.07494611816119748,True
0.5994735150539,0.03200539339923056,0.12878514735436963,0.09099832969573199,False
0.5996199357862587,0.08866581331009461,0.2914396670466533,0.01563064866898062,False
0.5990271547773659,0.008245967805503861,0.1090223113081981,0.07349107866394583,False
0.5998110378779994,0.05085574126355745,0.19259436805080277,0.06875810408321935,False
0.6003887536912559,0.099076588581761,0.10550397544535087,0.06747586141454189,False
0.6006270005563653,0.0038395297742976967,0.25780418304512936,0.024727144035388268,True
0.6002789025579968,0.023411016871204605,0.2021900439471961,0.0818922407304251,True
0.6005907392397092,0.04407181484166439,0.17424387439488104,0.06508698749674838,False
0.6002900284924234,0.0768846456987525,0.14267083793705007,0.022321086071257955,True
0.5996176453054682,0.07317228900415139,0.10041474898027634,0.03236365553859641,False
0.6000284853640946,0.023700783662479658,0.26937010774972836,0.08871461040753606,False
0.599813845533555,0.010031520085574015,0.27853397174630457,0.011678385028617004,True
0.599387443490798,0.08939761838659892,0.14895032674206546,0.04134118958404559,True
0.5993678921277785,0.004000109943245711,0.2992925354893311,0.04489716321611434,True
0.5992271281013183,0.050045285191417675,0.11500495588916637,0.05060145193805431,False
0.5997809728098759,0.06691517139018524,0.11925678638404999,0.05821001130281053,True
0.5990331881770455,0.01169160008534088,0.15826665690963693,0.06376818298519471,False
0.6003583836347908,0.01566408339475697,0.19378133342184645,0.03890378520848602,True
0.6005078954263204,0.04308533219846565,0.2504381551315659,0.03743957176883679,True
0.6005113161715411,0.018184602252488614,0.27313250824889046,0.08458732156580255,False
0.5992936826093656,0.03382977211064229,0.29520213230817094,0.05996109833704649,False
0.5991602579540053,0.018785339212317103,0.23431368886232273,0.027954044502445076,True
0.5999180052360455,0.04689003399283737,0.1476573435311852,0.07434526303558175,False
0.5993818507981628,0.025012656887405182,0.1277276164721839,0.07476879110256954,True
0.6003844676637744,0.07428411129854982,0.1610433142867149,0.04957731196593237,True
0.6004856002268607,0.0491361073657069,0.27428535287574457,0.04341202678149778,False
0.5990884368928071,0.02281960390210607,0.22355464686101725,0.06203205840575863,False
0.600095165785225,0.06953388476991727,0.27017754968094876,0.03765797901269358,False
0.5991894886959203,0.014819821405248065,0.13503961746792872,0.08041839549699102,True
0.5993373607890556,0.05946713453083562,0.20133396693352779,0.054107529160825715,True
