gamma,f,p_depolarizing,p_readout_error,eavesdropper
0.599645857687584,0.0037986258561764396,0.19956610671539368,0.09189174367101106,True
0.6000004614775654,0.0882177024655402,0.1995413347856792,0.021378582304149234,False
0.6003971133822499,0.0741710900234658,0.2001967229067296,0.024721708602328862,False
0.6006748609536668,0.08845557154325909,0.19998876205237773,0.012418168690430506,True
0.5993542219940894,0.04611628813790928,0.19938355975277872,0.030347796254935416,True
0.5991476295193534,0.08091864093207399,0.20038080866822247,0.0814900321384923,True
0.6006640004897532,0.01763818465232724,0.2003540746948601,0.0907038270252186,False
0.5995170137465707,0.036665778076769476,0.2002545012353238,0.03156868905569801,True
0.6001587698144557,0.008503080789762349,0.19943352894223657,0.09723369233574942,True
0.5992992081025599,0.014793382888924116,0.20078909572243242,0.06297364613634643,True
0.5994414563094412,0.06615609376561003,0.19953590468333934,0.05752656512867268,False
0.6008231945451128,0.051899618920336045,0.20022716430442447,0.08685454480601548,False
0.600996346354108,0.07802368561551555,0.2007072548436663,0.07537527031542374,False
0.599782267323607,0.07048999218020964,0.20028068651185366,0.025426148157455832,True
0.6003578566384137,0.002117091797846276,0.2001527518513623,0.011575355306562929,True
0.6007603304465631,0.06414324454323868,0.20005192243563075,0.07226778813108718,True
0.5998317171649106,0.004779787370473857,0.1994032154958453,0.0711439811013242,True
0.5991179257743305,0.0184012118793897,0.1994399837701624,0.08367297222586122,False
0.599241673002786,0.0035414169570505524,0.20091761083662593,0.011515636858122376,False
0.5996599484757116,0.08037494424986029,0.20024966887598045,0.09474850913806045,True
0.6002223076433048,0.04616092225517901,0.19947905945632033,0.05531902208268995,False
0.6007811183401817,0.043581865437511726,0.2009622705772593,0.025609265049542106,True
0.6008850622430617,0.04852478629875686,0.20040225895121647,0.05679174548804066,True
0.6001539776243713,0.03874858553694043,0.19936368733618787,0.08669275992635918,False
0.5998685332043624,0.0447596061484761,0.2005956038818732,0.02217144836680099,False
0.5994771621951092,0.010426953097795469,0.19976674524857457,0.04982961999713151,False
0.600318181541972,0.04166062558744355,0.1999952879077401,0.038560746205238916,False
