gamma,f,p_depolarizing,p_readout_error,eavesdropper
0.6001585792620704,0.09409625964389264,0.2948597816206901,0.0514945013035651,False
0.5996714698259575,0.09687800848711005,0.2010879277849159,0.07835480114231104,True
0.6000898531362661,0.024795693091761214,0.2885449311122384,0.0558844751696948,True
0.600178875629596,0.022988213420096527,0.17304938452307184,0.08218386471242412,True
0.6002527198983716,0.0621670119375723,0.25728659759378975,0.07334065062502022,False
0.6006164239326071,0.006910354740798881,0.25005835965278517,0.09918224241120815,False
0.5997336375995049,0.0988197830920415,0.14289823194309634,0.06508022991034766,False
0.6009679200752102,0.03449894293450231,0.1247249786829839,0.010628109977199462,False
0.5997876463788988,0.09731047752643578,0.2331862095993753,0.03356076555838506,False
0.6001918004586149,0.07268558621165469,0.2755857880198427,0.09550265196610748,False
0.6005974640752719,0.07417678006722926,0.26399666580844183,0.08553036742821646,False
0.6003340591226375,0.002612608959496861,0.21559884689604114,0.08531085734783633,False
0.6004456994536886,0.01356188278499457,0.16362754742394184,0.052637210520313435,True
0.6008652733103892,0.013998782398786817,0.19466234432898316,0.0256194155847575,True
0.5992133660607956,0.019984961044305055,0.266089593038331,0.03978452530502385,True
0.5992198306386458,0.019596724374102297,0.2867465508118006,0.09429903892428702,False
0.599349691490702,0.04453440582413068,0.11673130434305559,0.039793189209897085,True
0.5993245291104657,0.024412471906120784,0.19228866645070106,0.04867163230298642,False
0.5991996636273151,0.07822505589603733,0.12323699310732354,0.06849282779329599,False
0.6006409447683687,0.06345920848996542,0.2594237295843066,0.049871120475526734,True
0.5993429377436963,0.07320682145533024,0.19306223468603198,0.03547610539180526,False
0.5995318210290348,0.03747235376685893,0.13485120922134491,0.07038862376875456,False
0.5991785023044214,0.020048007230512525,0.2613187089018024,0.01691794912336444,False
0.6005127220256039,0.041621996034229315,0.26639470041896485,0.07475739244722804,True
0.5999871997549907,0.08674209803793181,0.2597646294907844,0.0929186374306858,True
0.6000545693778658,0.050230804822025646,0.2858674758035533,0.0391684058293018,True
0.6004577032020507,0.057530811122516186,0.19374577050068076,0.06764085341778234,True
0.5997772897844813,0.0941966171343364,0.16595601090318776,0.09992300045605033,True
0.5994495532733956,0.04572255655897501,0.151215957803586,0.0343599306238761,False
0.5991755853172757,0.0017300640188211828,0.214641080869719,0.024158726941964304,False
0.5997100691048294,0.027928366421799244,0.28484683294123836,0.08208379942795879,False
0.599370154378744,0.03898612879994143,0.15800256976855093,0.09461063978950537,False
0.5994767078807414,0.05471712968231422,0.10297269038573197,0.04662247105302219,False
0.5996176955257237,0.06729536100249509,0.12236460977058969,0.017046223261624013,False
0.6003983928950917,0.07360685475362012,0.18664211532392785,0.041511376611006595,False
0.5998860588687455,0.05131706029403002,0.2610774400524778,0.05822791518324075,False
0.6003780921475655,0.006991613369380885,0.1889432421200737,0.02486049649273247,False
0.5999028597965866,0.07266152463092747,0.24821933138237848,0.050297486126942986,True
0.6003633077808249,0.04707849981846046,0.28280259588393364,0.0826248769536012,True
0.6009537084395982,0.031770722524300785,0.16904004724232308,0.018985937382868655,False
0.5993140000886855,0.09841744678717326,0.11031900480829882,0.037487108256948114,True
0.599820006967805,0.05937352227800435,0.2882539383449415,0.0537685540493085,True
0.6004467705533556,0.06919079170313848,0.16181368031946686,0.09022350062776831,False
0.5999262654485567,0.03373327585065735,0.20248938741969785,0.032363238027868335,False
0.600705545788744,0.09453244153103901,0.15023593130985732,0.04343647555497331,True
0.5990040193547067,0.02394510072207107,0.19041552475384949,0.04006336645491836,True
0.6004615557283347,0.08432703029993575,0.25689687441968645,0.02976775083732955,False
0.6002052941582127,0.08192505987542896,0.1559075669961827,0.0680008137813789,False
0.6005810158044422,0.0551105509202786,0.18265133287679564,0.08975971146065378,False
0.6003168353469103,0.0656271964747756,0.15103911324234925,0.05775355015036501,True
0.6001250342651926,0.01845717170910816,0.26550304164431593,0.08316281708999092,False
0.5994150106291224,0.029810465016290585,0.20391045206602076,0.01914884447617373,True
0.5991516305203729,0.09398480103515165,0.15612836171973027,0.030139710114670898,True
0.5994881703658265,0.06175842032830774,0.28920659941694954,0.0399726545829375,True
0.6000523082960223,0.06116834969279479,0.12822757601735674,0.0715149526480482,True
0.6009624029750003,0.06857623422848007,0.10709791606398927,0.05953205925059999,True
0.60062524101144,0.09041028388775457,0.1955503902278115,0.021643152072919173,True
0.5992783112219304,0.0242351067677501,0.17196726010671584,0.023566426697167575,False
0.5997800860549912,0.025167336876550074,0.1078036803570811,0.02366502352888227,False
0.5992461561707574,0.09677678152073736,0.11745960291292143,0.08547144946752949,True
0.6007099882842158,0.010783335348381648,0.26773209023284206,0.08199866963874726,False
0.5991817592711514,0.06960655653235898,0.10148884801600025,0.05308741375409096,True
0.5999190019023768,0.05752304794987979,0.23939388330694875,0.03714984323309744,False
0.6001887841280387,0.05768174445945251,0.27528603073946323,0.09378623598959689,True
0.5990137481060525,0.037038505197510965,0.29826889838877546,0.04572683829718986,False
0.5992003509682804,0.045191702479394705,0.103433574033241,0.06303885431627627,False
0.5992415260093629,0.042026630904599946,0.1261950190002178,0.08238967114187458,False
0.6007916696542317,0.04435053531309551,0.2060916455588705,0.08063613200308942,False
0.5992676589050342,0.059115989889736396,0.20171458467693942,0.0899952719742217,False
0.6007540079660816,0.016773864022863738,0.2317344726373733,0.09904942384708215,True
0.6009990568337965,0.0762110690259236,0.1287617548297031,0.026808825145911194,False
0.5995287690112169,0.014204871356062135,0.2451765792827009,0.07848123005708425,True
0.5992986406648453,0.01808816855163597,0.21665578848740663,0.03152919065460882,True
0.5992759439291396,0.007550926389223385,0.13443468573461995,0.04589445798575106,False
0.5998370637855877,0.04755380264530201,0.11616185893738926,0.09300169327479997,True
0.5996380236037436,0.0654480659100847,0.1753818915984855,0.024481261220405837,True
0.5997286092710762,0.056144752921884575,0.16934082408183762,0.0920996004050043,False
0.59974556351171,0.007218763417593033,0.19852188139480226,0.05467150470741579,False
0.5999629158566206,0.032828324630187825,0.14734159308820155,0.013054530255663499,True
0.6001621996370298,0.05367592941978324,0.19198853088568718,0.07875971109216649,True
0.5995503656514226,0.04673939316106191,0.2696639882732794,0.05849270067807343,False
0.6006960724466902,0.02700911781515461,0.1800046450829929,0.06489314612579485,False
0.6001933097021175,0.0994124600332435,0.14920454065519656,0.05679296680133585,True
0.599419938662422,0.028660982574272676,0.13812600465160996,0.01984480659257243,True
0.6005317543966581,0.07051390340941767,0.2916437527248352,0.09138086007534962,False
0.599721243480567,0.055625597252864305,0.15955341533383083,0.028984685661454783,True
0.600491262402446,0.010049238417768658,0.16209826491981938,0.09791189080388864,True
0.5992149705048818,0.052941592376966815,0.1792606170984954,0.08074865154557458,False
0.5999044665847443,0.06628310108226908,0.20299574010426805,0.040793239781790475,False
0.5993890296353672,0.011990153894923323,0.217935955435953,0.09103619632665666,False
0.6003834578908692,0.03529925949223811,0.24462123183910978,0.05076045919901917,False
0.599217001784466,0.07545284834153809,0.2836394466854394,0.07799221814734308,False
0.6004928899026544,0.035494196753583916,0.1083252153244619,0.04650158268592269,True
0.6004254509509666,0.026679510084199443,0.18515147511516594,0.0621448984903783,False
0.5991292843892434,0.09142877409656214,0.14305294182749662,0.012374837484777561,True
0.5990009749006281,0.07253425835078396,0.18831769698299608,0.06851283961633145,True
0.5997855758072754,0.05336792811667987,0.10628147660780968,0.035809817777247316,True
0.6004371379589387,0.029013567576283896,0.10025855222931347,0.03949939167205154,True
0.5995478331940692,0.0823329912628656,0.24656038352056933,0.05492867885289273,True
0.5998334365101163,0.08221104552409071,0.20436608326583985,0.05391895331042365,False
0.6006892612831576,0.07609454766202196,0.2274651904941205,0.05885627382055292,True
0.5999133088379892,0.03656300180928905,0.11243780794304696,0.09827570612409836,False
0.599276858619992,0.08840026874070832,0.2516185880211937,0.08090797762182353,False
0.600613145063988,0.08104198853049412,0.19399676904593596,0.08498184048640896,True
0.6002571203136053,0.008913509315362025,0.2361629093432287,0.061745546658907295,False
0.6009439470688556,0.07838585391510505,0.2346365086077609,0.01653027680500066,True
0.6005519003605684,0.0441886832930543,0.29443535392267384,0.04045208219244596,True
0.6007758182640855,0.08054109532250814,0.11682479785217673,0.07749961523852979,False
0.5996022683722669,0.006463605497577196,0.21618760212160976,0.0181529707339916,False
0.5993014797805369,0.07338914850612846,0.23065239281836172,0.07667406090631074,False
0.6005250851704776,0.08330156476953902,0.28644763092385095,0.016060131753649058,False
0.6009191780149479,0.021189318718520308,0.13948990313733983,0.027678843623763466,False
0.5998246018605151,0.07282662049241137,0.16747965608618287,0.07784965908515344,False
0.6002732239541377,0.05248556457773307,0.11086797596364288,0.026475719311515426,False
0.5995010060102635,0.0827938754668042,0.10733127380699677,0.055919592623038555,False
0.5990615578484101,0.07861190779504865,0.13261282713182804,0.02295215996839354,True
0.6009919234449901,0.04731910291902265,0.16634664975847896,0.04619410595311506,True
0.6003123466101339,0.013828473694919304,0.25415965339871516,0.04437445852816183,True
0.5996876223575041,0.0011961084316262352,0.28219446457262143,0.010096535100733535,True
0.5997552546568832,0.05818617727030129,0.2019527678204479,0.06503373469965554,True
0.6006826381111199,0.07032126496298305,0.11763713961892475,0.04676483422920088,False
0.6007666309261585,0.008594436612234194,0.1520832925252756,0.07907695014100019,False
0.5990886120361325,0.06134173191479099,0.1279104481702799,0.04835316347884034,True
0.5999668786106532,0.06613225396059796,0.13328451564466184,0.01533903892389341,True
0.5999528810938333,0.04777851029849633,0.1517049531272308,0.052010617162260714,True
0.600267587767468,0.07575946584030631,0.16777557220946945,0.014088361007678081,False
0.6004122570920691,0.0930904315639987,0.10441639264674159,0.09984711856521324,True
0.5998472276554638,0.0293765358120295,0.13086648068503343,0.09738920175637221,True
0.6000177492760548,0.08573288422599899,0.12173571742452143,0.059803294386562025,True
0.5990166836249191,0.08558125638615985,0.1964997798198123,0.051256491109096726,True
0.6009810824615768,0.01672546437686444,0.18161853089869034,0.08873554872564429,True
0.5995627834958561,0.09075086765368647,0.171684290667698,0.06826445990433971,True
0.6009409985185382,0.07242186188543397,0.10968644333081015,0.07419520930691308,False
0.5995140634859674,0.015391186064683041,0.211415532855187,0.07827889128073486,True
0.5995356221554263,0.03069827320555541,0.21344084154518556,0.06186448016190346,True
0.599536289854479,0.007772418598933752,0.21324136772806335,0.059226279904047434,False
0.6003861935020627,0.05713519918285367,0.2901733443733996,0.07319936008607103,False
0.5995586010357106,0.03107061426154542,0.1803980509823019,0.06372442990680947,True
0.6007212854608992,0.09516782851454242,0.25363882216773037,0.01744032828759563,True
0.5992561646879826,0.01155091933570343,0.1789257722842737,0.042094479804826744,False
0.6007118182227457,0.011338289720445247,0.14564557279201967,0.052177558650506245,False
0.5993537121554487,0.007052383627084962,0.11046709393774144,0.027269383209969536,True
0.6008023058785409,0.0013146645672964328,0.2532711153065114,0.013374389996521449,False
0.5994306003928289,0.07879140333153224,0.17757167847084165,0.018329763739631365,False
0.599064154557997,0.09120057670368661,0.10596054799379753,0.06663166494563395,False
0.599748268031892,0.09360448448794063,0.18082740506995992,0.09127608567817425,True
0.6006875840087307,0.01938369628619214,0.11702883058766271,0.05709426361993385,True
0.5993371159093145,0.09381785015898692,0.10501325383597249,0.053377036256312904,False
0.5990158349183065,0.07516987420243947,0.16088040235819243,0.03843829963403491,False
0.5992499143177489,0.09591647673679267,0.2524598699524949,0.01314717675420548,False
0.5991713171049973,0.03795645740135997,0.27240335602198673,0.03860772900549376,True
0.600067513266553,0.07377176813611287,0.2816776637176823,0.09051772271257537,True
0.5994504253871342,0.04645064559065808,0.1538437614056014,0.08766571868972996,False
0.5994641594825836,0.04669651350078807,0.20889213686075447,0.013312762582722577,False
0.599799745804552,0.07960647986099054,0.13473999787422933,0.06028458838934864,False
0.599828421253121,0.06422193392252058,0.22853984725419743,0.0829585486224709,False
0.5996075572351105,0.07727554656888498,0.11290831638984943,0.05405990259830532,False
0.5991144503779329,0.025503006007316656,0.22651968233858988,0.0519041416258793,False
0.5998765470356086,0.02086804881398431,0.2989183012614723,0.04803112102642208,False
0.60000976462585,0.048916948736040695,0.15714736583818795,0.036693130961702264,False
0.6000753915023675,0.022681957970565648,0.17979623540616468,0.020802747153840867,True
0.5999960256028898,0.04309828712652383,0.15070223660985338,0.09651201023147966,True
0.5990313247617718,0.025105972929522016,0.22598754650161765,0.07410616132480337,False
0.6000401371749081,0.00516354405010154,0.12677170632742468,0.08755610133188756,True
0.6002830295474652,0.05018232062260559,0.29057529324849396,0.012570668345796608,True
0.6006632522996406,0.0323573288128933,0.2173084833174712,0.09602104213799591,True
0.5991560997044267,0.02347653579732025,0.23854885245362023,0.08859320599539047,True
0.5994960895749263,0.06526943273675997,0.16332406718030668,0.02201522940934563,False
0.5999495199639717,0.09206899874240303,0.2475086572165539,0.08285963611513966,False
0.5992234610147725,0.09277258446352801,0.16657973977108595,0.04908498801171331,False
0.5997930409248976,0.06507164801825163,0.13258575595720845,0.09060023235490555,True
0.600173111288118,0.07019899531758102,0.14802741724472657,0.010652342917088668,False
0.5995084788733246,0.08637309983485185,0.11553801301959415,0.03625605886267948,True
0.6000949277924579,0.04055417537529428,0.1897236200797463,0.020092994597738695,False
0.6002437331553222,0.08911241000007888,0.24587482946900951,0.08830849597846206,False
0.5998639935814731,0.09899752774583336,0.21288598251080917,0.01135426844547496,True
0.6000696343677255,0.027245911540612806,0.2105485739321381,0.08824503730833705,True
0.6009338839882676,0.06644684947948676,0.23384547101635458,0.09360189689649666,True
0.6000115814698311,0.06636281863159227,0.20494139338562462,0.09581174499263397,False
0.5997694336606333,0.06390996512074308,0.289728290944213,0.08299767386669031,True
0.599703698071102,0.01464401909766459,0.1966795627344924,0.02375607843918553,False
0.6007126773945932,0.022619238729139932,0.29777879014366404,0.04579052062195054,False
0.6003287674429646,0.08461419752476226,0.1364581101450867,0.03179669101333881,False
0.5993647566403039,0.045145099670987794,0.2593588532938174,0.09412847128750083,False
0.600099498735287,0.05534552901061005,0.18250046110182186,0.08522925156008512,True
0.5993190750053238,0.006184275269965895,0.2380130074905966,0.022402675480575174,True
0.59974241041628,0.02787252849736789,0.19894609420870024,0.05758869498179685,False
0.6009155843004428,0.010875395958751647,0.1419259110983175,0.0632709005335348,True
0.5995548560598409,0.08518905125212889,0.13230897700449337,0.010334227804555698,False
0.5998050875774456,0.0544203384758134,0.1728127347674704,0.033847994459330795,True
0.5998695994322243,0.06899932970557718,0.23630853714984473,0.03074233118129955,True
0.6005539553871967,0.07470470054959895,0.20346486340887887,0.03598015886630601,False
0.5990212670813333,0.019779677277704976,0.15317763823833086,0.04690612550739572,False
0.5999692261406621,0.006782260392035638,0.2808217295900164,0.01022171757542261,True
0.5993104783043262,0.0351422583050933,0.1337320942034671,0.015073915335331638,False
0.5992974372105527,0.08823278205794859,0.1432499304279614,0.08658207058730785,False
0.6008231549155367,0.03864109567395584,0.25127577835848836,0.023066744877673965,False
0.6006664806309021,0.0909095927545438,0.1522413994485662,0.04772076276014408,False
0.6004295523098715,0.04969522759778301,0.27354319464140053,0.0292788772470333,True
0.5999719956371082,0.07815576990736868,0.21068054326534053,0.01617788197789056,True
0.6005950252339873,0.054264914800064096,0.12934240068747802,0.011823508114541144,False
0.6005662508264624,0.0963461632845643,0.2030882768075754,0.09642911420118117,False
0.6005792354865671,0.07707024565760863,0.14042346084733487,0.042502846168202546,True
0.6004189262837716,0.09671897106444505,0.15559662422007092,0.07026697105089721,False
0.5990733166112816,0.06940451935121536,0.1276531916477012,0.02539488431743239,True
0.5997614094531601,0.07100509248952365,0.29644031681224314,0.07075795184168436,True
0.6006351886458475,0.029969361956846324,0.1701675186123191,0.03864198987115645,True
0.600325050520693,0.06966312662391023,0.14786882030259887,0.014671393741365295,True
0.6008907005983549,0.07990506727276267,0.2947811494231739,0.07057129375005163,False
0.5993768527840235,0.04636614006746423,0.18919856993498518,0.06757396728931726,False
0.5993916638179678,0.06410151247859942,0.12681407586035257,0.08642472082806986,False
0.5998111972979039,0.0499962478328828,0.2119846715027156,0.0796398571837637,True
0.5999938168052198,0.04099279279300229,0.14973295816529344,0.07768559858296684,True
0.6005042698639923,0.06258676504475875,0.22337651611743375,0.0981900064549277,True
0.5995690322369114,0.0978662497836185,0.20668729783486198,0.034247197133226215,True
0.5992646431859276,0.01636523473043499,0.10063762980675467,0.05249762558869481,True
0.6001235352309342,0.04000677961161979,0.12401047245572415,0.0927191466980422,False
0.6006222705202646,0.0440420847389036,0.17075651267191028,0.08568569088807387,False
0.6001303395396356,0.031524987193306,0.23275784046842807,0.021368604206435462,False
0.5990079891332424,0.002085669142330596,0.12143625774926883,0.04067303404402705,True
0.6008726815926692,0.005653152647590518,0.2636081730123738,0.04529634789456484,False
0.5992718974243111,0.0928577913360159,0.18801650461324015,0.0581437798292796,True
0.6003499154386068,0.03316164393050386,0.2953623539609159,0.0463615007046227,True
0.6002855274460925,0.08113470925642484,0.1162837918320663,0.0347596136086181,True
0.599206460555977,0.005829068518219097,0.191196060650738,0.06377220780484963,False
0.5996978487519025,0.05678094450712369,0.17262509358484276,0.09951224301551931,True
0.6007149434850734,0.062274310884822215,0.20269210677061067,0.039297040019535635,False
0.5990522742854076,0.018924782910063456,0.2625910033744692,0.057338831696644194,True
0.5993272911451245,0.014931497437550106,0.20685588535679592,0.015913256900657334,True
0.6005427233567978,0.09811856268881006,0.11966982066776813,0.04737561770361754,True
0.5992099365089097,0.07514675387593145,0.15336215598833908,0.09922217476993977,False
0.6004402709373341,0.027583314078567338,0.15664121455525382,0.04954507053178948,False
0.5996640501322242,0.0332040984188786,0.24982131744189154,0.012123302168494663,True
0.5999801238580533,0.05358051654670841,0.2472231231047962,0.04029173942048629,True
